combineId,playerId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
11138,19900881,1990,OLB,72.8,236,9.25,Shawon,Respress,Shawon Respress,OLB,47306,,Ball State (IN),73,236,,,,,,,,,,,31,4.79,26.5,23,4.52,105,,12.06,
11139,19900882,1990,QB,72.3,197,10.13,Tony,Rice,Tony Rice,QB,46556,,Notre Dame,72,197,,,,,,,,,,,29.5,4.82,37,,4.1,118,,,
11140,19900314,1990,WR,68.8,174,8.75,Andre,Riley,Andre Riley,WR,98195,2524169,Washington,68,174,12/2/1966,23.40273973,http://www.nfl.com/player/AndreRiley/2524169/profile,Fresno,CA,USA,Independence HS,San Jose,CA,USA,28.63,4.71,32,,,112,,,
11141,19900308,1990,RB,68.4,205,8.63,Donnie,Riley,Donnie Riley,RB,48858,2524176,Central Michigan,69,205,10/2/1966,23.56986301,http://www.nfl.com/player/DonnieRiley/2524176/profile,,,,,,,,29,4.66,31.5,13,4.5,105,,12.02,
11142,19900883,1990,TE,73.8,228,10.5,Eugene,Riley,Eugene Riley,TE,47306,2502670,Ball State (IN),74,228,10/9/1966,23.55068493,http://www.nfl.com/player/EugeneRiley/2502670/profile,Cincinnati,OH,USA,,,,,30.25,4.84,27.5,15,4.57,102,,11.9,
11143,19900884,1990,OLB,74.8,231,9.38,Chad,Robinson,Chad Robinson,OLB,84602,,BYU,75,231,,,,,,,,,,,31,4.94,30.5,,4.4,114,,12.02,
11144,19900082,1990,ILB,73.4,238,10.25,Jeroy,Robinson,Jeroy Robinson,LB,77843,2524348,Texas A&M,73,241,6/14/1968,21.86849315,http://www.nfl.com/player/JeroyRobinson/2524348/profile,Houston,TX,USA,,,,,31,4.74,34.5,24,4.38,132,,11.86,
11145,19900110,1990,CB,69,181,7.88,Junior,Robinson,Junior Robinson,DB,27858,2524326,East Carolina (NC),69,181,2/3/1968,22.23013699,http://www.nfl.com/player/JuniorRobinson/2524326/profile,High Point,NC,USA,,,,,29.25,4.58,31,14,4.38,112,,11.79,
11146,19900885,1990,SS,72.5,185,8.88,Ronald,Robinson,Ronald Robinson,S,40506,,Kentucky,73,185,,,,,,,,,,,28,4.73,28.5,11,4.2,112,,11.64,
11147,19900886,1990,WR,72.9,207,9.38,Chris,Roscoe,Chris Roscoe,WR,96813,,Hawaii,73,207,,,,,,,,,,,31.63,4.69,33,,,118,,,
11148,19900322,1990,OT,77,267,10.5,Blaine,Rose,Blaine Rose,OG,20740,2502739,Maryland,77,271,6/13/1966,23.8739726,http://www.nfl.com/player/BlaineRose/2502739/profile,Stanton,OH,USA,,,,,33,5.27,32,15,4.52,110,,,
11149,19900200,1990,RB,71.6,214,8,James,Rouse,James Rouse,RB,72701,2502755,Arkansas,72,220,12/18/1966,23.35890411,http://www.nfl.com/player/JamesRouse/2502755/profile,Little Rock,AR,USA,,,,,30.38,4.67,33.5,,4.29,110,,11.77,
11150,19900887,1990,P,71.8,218,,Bill,Rudison,Bill Rudison,P,44325,,Akron,72,218,,,,,,,,,,,,,,,,,,,
11151,19900888,1990,P,74.1,214,,Pete,Rutter,Pete Rutter,P,76706,,Baylor,74,214,,,,,,,,,,,,,,,,,,,
11152,19900061,1990,DE,75.6,268,10.25,Tim,Ryan,Tim Ryan,DE,90089,2524751,USC,76,268,9/8/1967,22.63561644,http://www.nfl.com/player/TimRyan/2524751/profile,Memphis,TN,USA,,,,,31.13,5.22,26.5,23,4.65,94,,,
11153,19900889,1990,OLB,72.3,224,10.25,Glenell,Sanders,Glenell Sanders,OLB,71272,2502823,Louisiana Tech,72,224,11/4/1966,23.47945205,http://www.nfl.com/player/GlenellSanders/2502823/profile,New Orleans,LA,USA,,,,,29.5,5.1,,21,,,,,
11154,19900112,1990,DT,74.5,306,9.88,Tony,Savage,Tony Savage,DT,99164,2524953,Washington State,75,300,7/7/1967,22.80821918,http://www.nfl.com/player/TonySavage/2524953/profile,San Francisco,CA,USA,,,,,32.75,5.29,26.5,19,4.54,99,,,
11155,19900890,1990,QB,73.5,214,9.63,Dave,Schnell,Dave Schnell,QB,47405,,Indiana,74,214,,,,,,,,,,,30.5,5.03,26,,4.48,105,,,
11156,19900891,1990,C,75,274,10,Brian,Schoenle,Brian Schoenle,C,2459,,Boston,75,274,,,,,,,,,,,31,,25,,,,,,
11157,19900892,1990,DT,75.6,278,9.63,Rich,Schonewolf,Rich Schonewolf,DT,16802,,Penn State,76,278,,,,,,,,,,,31,5.25,23,,4.4,93,,,
11158,19900094,1990,OG,75.4,287,9,William,Schultz,William Schultz,OG,90089,2502861,USC,77,305,5/1/1967,22.99178082,http://www.nfl.com/player/WilliamSchultz/2502861/profile,Granada Hills,CA,USA,,,,,32,5.19,27,21,4.68,102,,,
11159,19900893,1990,OT,78.3,248,9.63,Kirk,Scrafford,Kirk Scrafford,OT,59812,2502877,Montana,78,248,3/16/1967,23.11780822,http://www.nfl.com/player/KirkScrafford/2502877/profile,Billings,MT,USA,,,,,33.25,5.12,30,16,4.66,112,,,
11160,19900894,1990,RB,70.8,204,10.25,George,Searcy,George Searcy,RB,37614,,East Tennessee State,71,204,,,,,,,,,,,31.25,4.79,33,15,4.48,112,,12.03,
11161,19900192,1990,TE,73.3,221,10,Shannon,Sharpe,Shannon Sharpe,TE,31404,2502906,Savannah State (GA),74,228,6/26/1968,21.83561644,http://www.nfl.com/player/ShannonSharpe/2502906/profile,Chicago,IL,USA,Greenville HS,,GA,USA,33,4.67,34,,4.55,122,,12.69,
11162,19900142,1990,WR,74.1,205,9.75,Tyrone,Shavers,Tyrone Shavers,WR,77710,2502910,Lamar (TX),75,205,7/14/1967,22.7890411,http://www.nfl.com/player/TyroneShavers/2502910/profile,Texarkana,TX,USA,,,,,31.25,4.49,34.5,,4.2,124,,11.2,
11163,19900895,1990,DT,75.4,278,10.13,Michael,Shepherd,Michael Shepherd,DT,72701,,Arkansas,75,278,,,,,,,,,,,31,5.49,26,15,4.52,96,,,
11164,19900083,1990,WR,69,183,8.38,Stacey,Simmons,Stacey Simmons,WR,32611,2525670,Florida,69,183,8/5/1968,21.7260274,http://www.nfl.com/player/StaceySimmons/2525670/profile,Clearwater,FL,USA,,,,,30.75,4.38,28.5,,,116,,,
11165,19900039,1990,C,74,310,8.75,Keith,Sims,Keith Sims,OG,50011,2502964,Iowa State,75,318,6/17/1967,22.8630137,http://www.nfl.com/player/KeithSims/2502964/profile,Baltimore,MD,USA,,,,,31.88,5.31,28,22,4.74,111,,,
11166,19900152,1990,DT,74.3,273,10.5,Tom,Sims,Tom Sims,DT,15260,2502965,Pittsburgh,74,291,4/18/1967,23.02739726,http://www.nfl.com/player/TomSims/2502965/profile,Detroit,MI,USA,,,,,32.38,5.12,29,17,4.44,104,,,
11167,19900408,1990,DT,74.8,286,9.88,Tony,Siragusa,Tony Siragusa,DT,15260,2502975,Pittsburgh,75,340,5/14/1967,22.95616438,http://www.nfl.com/player/TonySiragusa/2502975/profile,Kenilworth,NJ,USA,David Brearley HS,,NJ,USA,33.75,5.13,26.5,25,4.45,100,,,
11168,19900321,1990,QB,73.1,217,9.75,Reggie,Slack,Reggie Slack,QB,36849,2502981,Auburn,73,217,5/2/1968,21.98630137,http://www.nfl.com/player/ReggieSlack/2502981/profile,Milton,FL,USA,,,,,30.38,,,,,,,,
11169,19900123,1990,CB,69.8,183,8.75,Stan,Smagala,Stan Smagala,DB,46556,2502988,Notre Dame,70,184,4/6/1968,22.05753425,http://www.nfl.com/player/StanSmagala/2502988/profile,Chicago,IL,USA,,,,,29.75,4.51,37.5,15,3.99,126,,11.05,
11170,19900071,1990,DE,77.3,245,10.13,Joel,Smeenge,Joel Smeenge,DE,49008,2502992,Western Michigan,78,270,4/1/1968,22.07123288,http://www.nfl.com/player/JoelSmeenge/2502992/profile,Holland,MI,USA,,,,,32.75,4.75,36,16,4.12,118,,,
11171,19900022,1990,FS,70.8,183,9,Ben,Smith,Ben Smith,DB,30602,2525885,Georgia,71,189,5/14/1967,22.95616438,http://www.nfl.com/player/BenSmith/2525885/profile,Warner Robins,GA,USA,,,,,31,4.47,35.5,11,4.28,122,,11.45,
11172,19900131,1990,FB,70.1,223,9.25,Cedric,Smith,Cedric Smith,FB,32611,2503005,Florida,71,250,5/27/1968,21.91780822,http://www.nfl.com/player/CedricSmith/2503005/profile,Enterprise,AL,USA,,,,,30.13,4.65,35.5,25,4.31,110,,11.83,
11173,19900896,1990,RB,71.1,193,8.75,Dee,Smith,Dee Smith,RB,40292,,Louisville,71,193,,,,,,,,,,,30.88,4.67,36,,,119,,,
11174,19900897,1990,WR,71.5,189,8.63,Melvin,Smith,Melvin Smith,WR,85721,,Arizona,72,189,,,,,,,,,,,30,4.53,31,,4.2,115,,11.7,
11175,19900898,1990,WR,69.8,172,9,Quintin,Smith,Quintin Smith,WR,66045,2503045,Kansas,70,172,8/17/1968,21.69315068,http://www.nfl.com/player/QuintinSmith/2503045/profile,Houston,TX,USA,,,,,29.63,4.71,27.5,,4.31,111,,11.49,
11176,19900267,1990,CB,71.9,193,9.13,Ernest,Spears,Ernest Spears,DB,90089,2526245,USC,71,192,11/6/1967,22.4739726,http://www.nfl.com/player/ErnestSpears/2526245/profile,Oceanside,CA,USA,,,,,30.5,,,14,,,,,
11177,19900161,1990,WR,69.5,177,9,Tim,Stallworth,Tim Stallworth,WR,99164,2526362,Washington State,70,185,8/26/1966,23.67123288,http://www.nfl.com/player/TimStallworth/2526362/profile,Pacoima,CA,USA,,,,,30.63,4.57,34,,,114,,,
11178,19900185,1990,OT,76.3,287,9.88,Joe,Staysniak,Joe Staysniak,OG,43210,2503117,Ohio State,77,292,12/8/1966,23.38630137,http://www.nfl.com/player/JoeStaysniak/2503117/profile,Elyria,OH,USA,,,,,30.88,5.27,25,18,4.6,94,,,
11179,19900899,1990,OLB,74.3,220,9.38,Mac,Stephens,Mac Stephens,OLB,55455,,Minnesota,74,220,,,,,,,,,,,31.38,4.8,34,,4.27,112,,11.74,
11180,19900099,1990,OG,74.4,277,9.25,Eric,Still,Eric Still,OG,37998,2526587,Tennessee,75,279,6/28/1967,22.83287671,http://www.nfl.com/player/EricStill/2526587/profile,Kansas City,MO,USA,Germantown HS,,TN,USA,31.5,,,21,,,,,
11181,19900283,1990,FB,74.9,225,8.25,Tommie,Stowers,Tommie Stowers,TE,65211,2503169,Missouri,75,240,11/18/1966,23.44109589,http://www.nfl.com/player/TommieStowers/2503169/profile,Kansas City,MO,USA,,,,,32.13,4.79,30.5,13,4.48,102,,11.8,
11182,19900293,1990,OT,77.1,282,9.25,Justin,Strzelczyk,Justin Strzelczyk,OT,4469,2503185,Maine,78,305,8/18/1968,21.69041096,http://www.nfl.com/player/JustinStrzelczyk/2503185/profile,Seneca,NY,USA,,,,,32.5,5.04,29,12,4.49,108,,,
11183,19900180,1990,OG,75.8,273,10.5,David,Szott,David Szott,OG,16802,2503228,Penn State,76,289,12/12/1967,22.37534247,http://www.nfl.com/player/DavidSzott/2503228/profile,Passaic,NJ,USA,Clifton HS,,NJ,USA,30.5,5.37,22.5,29,4.53,98,,,
11184,19900900,1990,C,77.1,275,9.5,Steve,Tardy,Steve Tardy,C,7102,,Rutgers,77,275,,,,,,,,,,,31.88,5.62,21.5,5,4.99,89,,,
11185,19900084,1990,QB,75.4,201,9.63,Troy,Taylor,Troy Taylor,QB,94720,2503269,California,76,200,4/5/1968,22.06027397,http://www.nfl.com/player/TroyTaylor/2503269/profile,Downey,CA,USA,,,,,29.38,4.73,33.5,,4.13,116,,,
11186,19900901,1990,DE,73.9,255,9,Mike,Teeter,Mike Teeter,DE,48109,2503272,Michigan,74,255,10/4/1967,22.56438356,http://www.nfl.com/player/MikeTeeter/2503272/profile,Grand Haven,MI,USA,,,,,28.75,4.91,29,27,4.3,109,,,
11187,19900049,1990,CB,72.3,195,10,Pat,Terrell,Pat Terrell,DB,46556,2503277,Notre Dame,73,208,3/18/1968,22.10958904,http://www.nfl.com/player/PatTerrell/2503277/profile,Memphis,TN,USA,,,,,29.38,4.53,35.5,,3.93,121,,11.38,
11188,19900031,1990,RB,71.1,207,9.88,Anthony,Thompson,Anthony Thompson,RB,47405,2527308,Indiana,71,207,4/8/1967,23.05479452,http://www.nfl.com/player/AnthonyThompson/2527308/profile,Terre Haute,IN,USA,,,,,29.5,4.77,33.5,24,,,,,
11189,19900019,1990,RB,72.5,219,8.75,Darrell,Thompson,Darrell Thompson,RB,55455,2503334,Minnesota,72,215,11/23/1967,22.42739726,http://www.nfl.com/player/DarrellThompson/2503334/profile,Rochester,MN,USA,,,,,30.5,4.62,34.5,16,,114,,,
11190,19900162,1990,CB,70.4,189,9.5,Kevin,Thompson,Kevin Thompson,DB,73019,2527345,Oklahoma,70,190,4/17/1966,24.03013699,http://www.nfl.com/player/KevinThompson/2527345/profile,Houston,TX,USA,Westbury HS,Houston,TX,USA,30.5,,,,,,,,
11191,19900116,1990,WR,70.4,166,9.25,Reggie,Thornton,Reggie Thornton,WR,43403,2503347,Bowling Green (OH),70,166,9/26/1967,22.58630137,http://www.nfl.com/player/ReggieThornton/2503347/profile,Detroit,MI,USA,,,,,29.75,4.64,31,,4.09,120,,11.62,
11192,19900902,1990,OLB,73.6,240,9.75,Chad,Thorson,Chad Thorson,OLB,60187,2503349,Wheaton (IL),74,240,7/6/1967,22.8109589,http://www.nfl.com/player/ChadThorson/2503349/profile,,,,,,,,30.88,5.01,29.5,17,4.25,107,,11.8,
11193,19900014,1990,DE,76,248,10.13,Renaldo,Turnbull,Renaldo Turnbull,DE,26506,2503418,West Virginia,76,250,1/5/1966,24.30958904,http://www.nfl.com/player/RenaldoTurnbull/2503418/profile,St. Thomas,VI,USA,,,,,33.25,4.64,34.5,15,4.46,121,,,
11194,19900903,1990,WR,69.9,179,9.5,Henry,Tuten,Henry Tuten,WR,15260,,Pittsburgh,70,179,,,,,,,,,,,30.13,4.67,29.5,,,114,,,
11195,19900904,1990,OLB,75.3,246,10.5,Matt,Vanderbeek,Matt Vanderbeek,OLB,48824,2503450,Michigan State,75,246,8/16/1967,22.69863014,http://www.nfl.com/player/MattVanderbeek/2503450/profile,Saugatuck,MI,USA,,,,,31,5.07,29.5,20,4.33,111,,11.83,
11196,19900151,1990,CB,69.9,178,8.5,Sean,Vanhorse,Sean Vanhorse,DB,20059,2503452,Howard (DC),70,180,7/22/1968,21.76438356,http://www.nfl.com/player/SeanVanhorse/2503452/profile,Baltimore,MD,USA,,,,,29.88,4.56,35,10,4.37,115,,11.34,
11197,19900081,1990,DT,73.5,270,10.88,Craig,Veasey,Craig Veasey,DT,77006,2503460,Houston,74,285,12/25/1965,24.33972603,http://www.nfl.com/player/CraigVeasey/2503460/profile,Houston,TX,USA,,,,,31.38,4.93,31.5,,4.7,105,,,
11198,19900905,1990,DT,75.1,273,9.5,Art,Walker,Art Walker,DT,80309,,Colorado,75,273,,,,,,,,,,,32.5,5.24,25.5,19,4.63,96,,,
11199,19900163,1990,TE,72.9,244,9.88,Derrick,Walker,Derrick Walker,TE,48109,2503504,Michigan,72,250,6/22/1967,22.84931507,http://www.nfl.com/player/DerrickWalker/2503504/profile,Glenwood,IL,USA,,,,,32,4.8,32,26,4.24,109,,11.45,
11200,19900037,1990,DE,75.1,236,9.75,Aaron,Wallace,Aaron Wallace,LB,77843,2503514,Texas A&M,75,245,4/17/1967,23.03013699,http://www.nfl.com/player/AaronWallace/2503514/profile,Paris,TX,USA,,,,,33.63,4.66,32.5,10,4.39,119,,,
11201,19900285,1990,FB,70.1,225,9.38,Reginald,Warnsley,Reginald Warnsley,RB,39406,2528248,Southern Miss,70,225,4/5/1968,22.06027397,http://www.nfl.com/player/ReginaldWarnsley/2528248/profile,,,,,,,,31.38,4.73,31.5,15,4.58,112,,11.99,
11202,19900089,1990,RB,73.8,225,10,Chris,Warren,Chris Warren,RB,24088,2503542,Ferrum (VA),74,227,1/24/1968,22.25753425,http://www.nfl.com/player/ChrisWarren/2503542/profile,Silver Spring,MD,USA,,,,,31.75,4.61,36.5,14,,114,,,
11203,19900032,1990,DT,74.3,277,11,Fred,Washington,Fred Washington,DT,76109,2528283,Texas Christian,74,277,7/11/1967,22.79726027,http://www.nfl.com/player/FredWashington/2528283/profile,Denison,TX,USA,,,,,32.38,5.1,29,24,4.58,110,,,
11204,19900199,1990,CB,69.4,187,9,Mickey,Washington,Mickey Washington,DB,77843,2503556,Texas A&M,69,195,7/8/1968,21.80273973,http://www.nfl.com/player/MickeyWashington/2503556/profile,Galveston,TX,USA,,,,,29.25,4.68,29,,4.43,114,,11.84,
11205,19900906,1990,SS,70.3,194,8.75,Kerry,Watkins,Kerry Watkins,S,32611,,Florida,70,194,,,,,,,,,,,29.88,4.67,31,17,4.16,114,,11.78,
11206,19900009,1990,OT,78.1,291,10.88,Richmond,Webb,Richmond Webb,OT,77843,2503579,Texas A&M,78,325,1/11/1967,23.29315068,http://www.nfl.com/player/RichmondWebb/2503579/profile,Dallas,TX,USA,Franklin D. Roosevelt HS,Dallas,TX,USA,34.63,5.12,29.5,15,4.7,103,,,
11207,19900160,1990,DT,75.5,291,10.38,Kent,Wells,Kent Wells,DT,68588,2528510,Nebraska,76,295,7/25/1967,22.75890411,http://www.nfl.com/player/KentWells/2528510/profile,Lincoln,NE,USA,,,,,32.25,5.32,27,22,4.62,95,,,
11208,19900284,1990,DE,76,247,10.38,Brent,White,Brent White,DE,48109,2528639,Michigan,76,254,2/28/1967,23.16164384,http://www.nfl.com/player/BrentWhite/2528639/profile,Wichita Falls,TX,USA,Walter E. Stebbins HS,Riverside,OH,USA,32.13,5.15,25.5,,4.89,104,,,
11209,19900107,1990,SS,72,235,10.13,Dave,Whitmore,Dave Whitmore,DB,75962,2503632,Stephen F. Austin (TX),72,232,7/6/1967,22.8109589,http://www.nfl.com/player/DaveWhitmore/2503632/profile,Daingerfield,TX,USA,,,,,31.38,4.65,32,16,4.65,112,,12.35,
11210,19900133,1990,WR,71.8,181,9.5,Calvin,Williams,Calvin Williams,WR,47906,2503672,Purdue,71,187,3/3/1967,23.15342466,http://www.nfl.com/player/CalvinWilliams/2503672/profile,Baltimore,MD,USA,,,,,29.88,4.52,35,,4.2,127,,11.8,
11211,19900158,1990,OLB,72.1,223,9.63,James,Williams,James Williams,LB,39762,2528939,Mississippi State,72,246,10/10/1968,21.54520548,http://www.nfl.com/player/JamesWilliams/2528939/profile,Natchez,MS,USA,,,,,31,4.74,32,19,4.44,114,,12.4,
11212,19900016,1990,CB,69.9,172,8.25,James,Williams,James Williams,DB,93740,2528938,Frenso State (CA),70,185,3/30/1967,23.07945205,http://www.nfl.com/player/JamesWilliams/2528938/profile,Osceola,AR,USA,,,,,29.75,4.34,38,9,4.03,129,,10.92,
11213,19900907,1990,SS,73.5,197,8.75,Patrick,Williams,Patrick Williams,S,72701,,Arkansas,74,197,,,,,,,,,,,31,4.62,32.5,10,4.4,112,,12.2,
11214,19900908,1990,WR,69,168,9.5,Steve,Williams,Steve Williams,WR,61801,,Illinois,69,168,,,,,,,,,,,29.5,4.88,29.5,,4.25,112,,11.67,
11215,19900063,1990,QB,74,188,8.75,Peter Tom,Willis,Peter Tom Willis,QB,32306,2503743,Florida State,74,188,1/4/1967,23.31232877,http://www.nfl.com/player/PeterTomWillis/2503743/profile,Morris,AL,USA,,,,,29.13,5.12,26,,4.53,94,,,
11216,19900098,1990,OLB,74.1,239,9.88,DeMond,Winston,DeMond Winston,LB,37240,2529219,Vanderbilt,74,239,9/14/1968,21.61643836,http://www.nfl.com/player/DeMondWinston/2529219/profile,Birmingham,AL,USA,,,,,32,4.84,34,10,4.27,117,,11.86,
11217,19900909,1990,RB,71.4,246,8.63,Cordell,Woods,Cordell Woods,RB,56001,,Mankato State (MN),71,246,,,,,,,,,,,28,4.78,33,14,4.5,113,,12.34,
11218,19900205,1990,WR,70,174,9.88,Thomas,Woods,Thomas Woods,WR,37998,2529350,Tennessee,70,174,2/21/1967,23.18082192,http://www.nfl.com/player/ThomasWoods/2529350/profile,Gallatin,TN,USA,Gallatin HS,Gallatin,TN,USA,30.13,4.61,30.5,,,105,,,
11219,19900026,1990,WR,71,184,8.5,Alexander,Wright,Alexander Wright,WR,36849,2503811,Auburn,72,195,7/19/1967,22.77534247,http://www.nfl.com/player/AlexanderWright/2503811/profile,Albany,GA,USA,,,,,30.5,4.42,35.5,,,127,,,
11220,19900910,1990,TE,74.8,260,8.5,Kurt,Zuimulder,Kurt Zuimulder,TE,58202,,North Dakota,75,260,,,,,,,,,,,31.25,4.91,27.5,12,4.4,104,,12.04,
11221,19910152,1991,DT,77,282,10,Mel,Agee,Mel Agee,DE,61801,2499364,Illinois,77,300,11/22/1968,22.42465753,http://www.nfl.com/player/MelAgee/2499364/profile,Chicago,IL,USA,,,,,32.5,5.28,31.5,14,4.55,105,,,
11222,19910800,1991,RB,68.1,211,9.13,Chris San,Agustin,Chris San Agustin,RB,57197,,Augustana (SD),68,211,,,,,,,,,,,29,4.69,33.5,23,4.42,101,,12.24,
11223,19910318,1991,OLB,72.4,225,9.13,Zeno,Alexander,Zeno Alexander,LB,85721,2508334,Arizona,73,224,3/13/1968,23.12054795,http://www.nfl.com/player/ZenoAlexander/2508334/profile,Houston,TX,USA,,,,,32.5,4.8,32.5,15,4.27,113,,12.22,
11224,19910801,1991,RB,70,207,9.88,Tony,Alford,Tony Alford,RB,80523,,Colorado State,70,207,,,,,,,,,,,31,4.75,32.5,11,4.37,114,,11.54,
11225,19910198,1991,FB,74.3,236,10,Greg,Amsler,Greg Amsler,RB,37998,2508445,Tennessee,75,232,12/19/1967,23.35342466,http://www.nfl.com/player/GregAmsler/2508445/profile,,,,,,,,30,4.77,32,14,4.3,108,,11.82,
11226,19910802,1991,DE,75.9,257,9.25,Leandre,Anderson,Leandre Anderson,DE,68588,2499430,Nebraska,76,257,9/19/1968,22.6,http://www.nfl.com/player/LeandreAnderson/2499430/profile,,,,,,,,33.5,4.86,33.5,17,4.52,110,,,
11227,19910803,1991,C,73.3,267,10.75,Mark,Anken,Mark Anken,C,2459,,Boston,73,267,,,,,,,,,,,32,5.32,26.5,26,4.66,103,,,
11228,19910804,1991,FS,74.1,184,9.88,Charles,Anthony,Charles Anthony,S,89154,2499441,Nevada-Las Vegas,74,184,10/12/1969,21.5369863,http://www.nfl.com/player/CharlesAnthony/2499441/profile,Las Vegas,NV,USA,,,,,32,4.63,36,13,,118,,,
11229,19910805,1991,TE,74.1,233,9.88,Corwin,Anthony,Corwin Anthony,TE,90095,,UCLA,74,233,,,,,,,,,,,32.5,4.96,33,12,4.76,117,,12.16,
11230,19910806,1991,WR,71.3,181,9.5,Dennis,Arey,Dennis Arey,WR,92115,,San Diego State,71,181,,,,,,,,,,,30,4.64,30,,4.16,110,,11.54,
11231,19910130,1991,C,75.1,271,9.75,Mike,Arthur,Mike Arthur,C,77843,2499460,Texas A&M,75,290,5/7/1968,22.96986301,http://www.nfl.com/player/MikeArthur/2499460/profile,Minneapolis,MN,USA,,,,,32,5.08,30.5,21,4.35,111,,,
11232,19910807,1991,TE,74.9,249,9.5,Scott,Asman,Scott Asman,TE,19383,,West Chester (PA),75,249,,,,,,,,,,,32.5,5.05,27,19,4.35,112,,11.87,
11233,19910199,1991,TE,74.5,245,9.5,Randy,Austin,Randy Austin,TE,90095,2508759,UCLA,74,245,12/14/1967,23.36712329,http://www.nfl.com/player/RandyAustin/2508759/profile,,,,,,,,31.5,4.96,31,17,4.59,113,,12.46,
11234,19910272,1991,DE,76,273,9.5,Tom,Backes,Tom Backes,DE,73019,2499484,Oklahoma,76,273,3/19/1968,23.10410959,http://www.nfl.com/player/TomBackes/2499484/profile,,,,,,,,31.25,5.44,27,19,4.9,105,,,
11235,19910808,1991,OLB,72.5,236,9.88,Terry,Bagsby,Terry Bagsby,OLB,75669,,East Texas Baptist,73,236,,,,,,,,,,,33,4.76,33.5,16,4.5,109,,11.81,
11236,19910107,1991,CB,69.5,176,9.75,Robert,Bailey,Robert Bailey,DB,33124,2499495,Miami (FL),70,182,9/3/1968,22.64383562,http://www.nfl.com/player/RobertBailey/2499495/profile,,,Barbados,,,,,30,4.53,33.5,16,4.09,115,,10.91,
11237,19910809,1991,WR,72.3,191,9.88,Dave,Baird,Dave Baird,WR,18040,,Lafayette (PA),72,191,,,,,,,,,,,30.5,4.77,33,,4.33,113,,11.65,
11238,19910261,1991,RB,71,223,9.25,Al,Baker,Al Baker,RB,40506,2508864,Kentucky,72,225,4/2/1968,23.06575342,http://www.nfl.com/player/AlBaker/2508864/profile,,,,,,,,30,,,22,,,,,
11239,19910092,1991,RB,70.6,216,9.5,Randy,Baldwin,Randy Baldwin,RB,38677,2499508,Mississippi,72,220,8/19/1967,23.68767123,http://www.nfl.com/player/RandyBaldwin/2499508/profile,Griffin,GA,USA,,,,,29.5,4.57,32,20,4.09,117,,11.57,
11240,19910810,1991,WR,68.5,182,9.38,Terence,Barber,Terence Barber,WR,32611,,Florida,69,182,,,,,,,,,,,27.75,4.78,30,,4.11,100,,11.58,
11241,19910077,1991,WR,73.3,201,10,Tim,Barnett,Tim Barnett,WR,39217,2499551,Jackson State (MS),73,209,4/19/1968,23.01917808,http://www.nfl.com/player/TimBarnett/2499551/profile,Gunnison,MS,USA,,,,,31.5,4.59,34.5,,4.27,115,,11.87,
11242,19910058,1991,WR,74.6,215,10.63,Reggie,Barrett,Reggie Barrett,WR,79968,2499556,Texas-El Paso,75,214,8/14/1969,21.69863014,http://www.nfl.com/player/ReggieBarrett/2499556/profile,Corpus Christi,TX,USA,,,,,32.5,4.59,37,,4.16,123,,11.65,
11243,19910811,1991,OT,76.8,299,10,Kip,Beach,Kip Beach,OT,47809,,Indiana State,77,299,,,,,,,,,,,34,5.36,24.5,26,4.91,96,,,
11244,19910192,1991,C,73.5,290,10.63,Terry,Beauford,Terry Beauford,OG,32307,2499589,Florida A&M,73,281,3/27/1968,23.08219178,http://www.nfl.com/player/TerryBeauford/2499589/profile,,,,,,,,32.25,5.33,24.5,31,4.94,90,,,
11245,19910327,1991,CB,74.3,228,9.38,Darrell,Beavers,Darrell Beavers,DB,56563,2509261,Morehead State (KY),75,230,1/24/1968,23.25479452,http://www.nfl.com/player/DarrellBeavers/2509261/profile,,,,,,,,33,4.63,38.5,20,4.35,124,,11.5,
11246,19910243,1991,CB,70,182,8.75,Charles,Bell,Charles Bell,DB,76706,2509341,Baylor,70,170,5/15/1968,22.94794521,http://www.nfl.com/player/CharlesBell/2509341/profile,,,,,,,,31,4.58,31,6,4.34,113,,11.62,
11247,19910043,1991,RB,74.3,252,10.63,Nick,Bell,Nick Bell,RB,52242,2509349,Iowa,74,250,8/19/1968,22.68493151,http://www.nfl.com/player/NickBell/2509349/profile,Las Vegas,NV,USA,,,,,33,4.52,39.5,19,,120,,,
11248,19910812,1991,QB,74,209,9.63,Grady,Bennett,Grady Bennett,QB,59812,,Montana,74,209,,,,,,,,,,,31.5,4.97,29.5,,4.49,106,,,
11249,19910813,1991,C,73.9,281,10.13,Mike,Bernard,Mike Bernard,C,13244,,Syracuse,74,281,,,,,,,,,,,30,5.27,26.5,22,4.52,96,,,
11250,19910039,1991,RB,67.1,208,9.25,Eric,Bieniemy,Eric Bieniemy,RB,80309,2499650,Colorado,67,205,8/15/1969,21.69589041,http://www.nfl.com/player/EricBieniemy/2499650/profile,New Orleans,LA,USA,,,,,29.5,4.5,36,19,,109,,,
